Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Jawzjan : Wilayat - Province,U,I,214,189,128,381,35,0,947,224,186,125,304,49,0,888,1835
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kabul : Wilayat - Province,R,I,731,653,476,1228,74,0,3162,751,683,499,1120,130,0,3183,6345
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kabul : Wilayat - Province,U,I,1530,1359,985,3338,199,0,7411,1580,1457,1119,3047,367,0,7570,14981
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kandahar : Wilayat - Province,R,I,252,268,232,444,42,0,1238,237,276,256,537,65,0,1371,2609
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kandahar : Wilayat - Province,U,I,294,349,288,591,54,0,1576,276,341,333,738,108,0,1796,3372
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kapisa : Wilayat - Province,R,I,16,15,12,40,0,0,83,24,17,16,29,5,0,91,174
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kapisa : Wilayat - Province,U,I,11,6,5,17,0,0,39,10,8,6,15,0,0,39,78
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Khost : Wilayat - Province,U,I,220,137,116,272,27,0,772,231,154,129,266,29,0,809,1581
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kunar : Wilayat - Province,R,I,186,150,103,247,19,0,705,184,150,112,259,28,0,733,1438
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kunar : Wilayat - Province,U,I,26,22,15,34,5,0,102,24,20,17,42,5,0,108,210
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kunduz : Wilayat - Province,R,I,845,705,507,1240,77,0,3374,827,762,525,1137,140,0,3391,6765
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Kunduz : Wilayat - Province,U,I,778,630,509,1237,78,0,3232,774,674,466,1165,133,0,3212,6444
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Laghman : Wilayat - Province,R,I,290,246,181,432,26,0,1175,297,254,190,412,41,0,1194,2369
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Laghman : Wilayat - Province,U,I,86,79,54,145,6,0,370,102,86,64,140,13,0,405,775
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Logar : Wilayat - Province,R,I,795,622,458,1138,66,0,3079,827,690,486,1044,110,0,3157,6236
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Logar : Wilayat - Province,U,I,141,135,112,257,22,0,667,152,137,115,196,32,0,632,1299
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Nangarhar : Wilayat - Province,R,I,1612,1203,838,2208,127,0,5988,1624,1284,887,2173,211,0,6179,12167
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Nangarhar : Wilayat - Province,U,I,513,376,281,713,52,0,1935,548,402,290,709,79,0,2028,3963
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Nimroz,U,I,5,5,10,22,14,0,56,5,5,6,12,19,0,47,103
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Nimroz : Wilayat - Province,R,I,0,0,6,8,0,0,14,5,0,0,5,0,0,10,24
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Nuristan : Wilayat - Province,R,I,0,8,0,0,0,0,8,0,9,0,0,0,0,9,17
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Paktika : Walayat - Province,U,I,0,8,0,7,0,0,15,6,0,6,7,0,0,19,34
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Paktika : Wilayat - Province,R,S,20,17,15,36,5,0,93,24,19,14,39,5,0,101,194
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Paktya : Walayat - Province,U,I,363,349,265,678,54,0,1709,395,359,291,609,71,0,1725,3434
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Paktya : Wilayat - Province,R,S,318,292,237,592,53,0,1492,312,287,260,547,70,0,1476,2968
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Panjshir : Walayat - Province,U,I,0,5,0,5,0,0,10,0,0,7,6,0,0,13,23
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Panjshir : Wilayat - Province,R,I,16,17,16,47,0,0,96,21,14,9,43,5,0,92,188
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Parwan : Wilayat - Province,R,I,122,113,96,265,11,0,607,127,116,97,228,28,0,596,1203
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Parwan : Wilayat - Province,U,I,22,22,19,50,5,0,118,22,24,15,43,5,0,109,227
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Samangan : Wilayat - Province,R,I,58,60,25,92,6,0,241,63,38,37,79,13,0,230,471
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Samangan : Wilayat - Province,U,I,30,21,13,42,5,0,111,26,19,14,33,6,0,98,209
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Sar-e Pul : Wilayat - Province,R,I,291,173,124,319,30,0,937,275,180,103,225,49,0,832,1769
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Sar-e Pul : Wilayat - Province,U,I,163,94,64,169,9,0,499,171,91,43,117,22,0,444,943
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Takhar : Wilayat - Province,R,S,190,155,100,273,60,0,778,187,160,125,229,56,0,757,1535
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Takhar : Wilayat - Province,U,I,52,53,32,97,6,0,240,63,52,48,80,13,0,256,496
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Uruzgan : Wilayat - Province,R,I,6,5,6,13,6,0,36,5,5,12,28,0,0,50,86
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Uruzgan : Wilayat - Province,U,I,5,7,0,5,0,0,17,0,5,0,9,0,0,14,31
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Wardak : Wilayat - Province,R,I,35,28,29,94,0,0,186,38,40,28,86,13,0,205,391
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Wardak : Wilayat - Province,U,I,27,20,20,55,6,0,128,29,27,22,47,8,0,133,261
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Zabul : Wilayat - Province,R,I,25,23,20,42,8,0,118,21,29,23,57,10,0,140,258
2016,AFG,AFG,Afghanistan,Afghanistan,OOC,Zabul : Wilayat - Province,U,I,23,25,20,40,7,0,115,24,24,18,30,8,0,104,219
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Badakhshan : Wilayat - Province,R,I,14,10,10,27,5,0,66,12,19,16,35,5,0,87,153
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Badghis : Wilayat - Province,R,S,8,7,0,11,0,0,26,7,6,0,11,0,0,24,50
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Badghis:Wllayet - Province,U,I,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Baghlan : Wilayat - Province,R,S,776,728,597,1447,114,0,3662,779,740,540,1090,185,0,3334,6996
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Baghlan : Wllayat - Province,U,I,2524,2200,1586,3886,270,0,10466,2657,2360,1612,3488,456,0,10573,21039
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Balkh : Wilayat - Province,R,I,85,62,49,143,15,0,354,85,79,53,120,16,0,353,707
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Balkh : Wilayat - Province,U,I,880,799,565,1464,126,0,3834,907,843,564,1301,176,0,3791,7625
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Bamyan : Wilayat - Province,U,I,5,5,5,27,5,0,47,8,13,12,11,5,0,49,96
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Bamyan: Wilayat - Province,R,I,18,17,16,37,0,0,88,22,23,25,33,5,0,108,196
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Daykundi : Wilayat - Province,R,I,0,5,6,7,0,0,18,0,0,5,5,0,0,10,28
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Daykundi : Wilayat - Province,U,I,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11374
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Farah : Wilayat - Province,R,I,10,6,8,12,0,0,36,0,5,6,13,5,0,29,65
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Farah : Wilayat - Province,U,I,5,9,5,15,0,0,34,10,8,9,23,5,0,55,89
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Faryab : Wilayat - Province,R,S,85,84,60,119,8,0,356,95,78,44,111,13,0,341,697
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Faryab : Wilayat - Province,U,I,136,117,82,248,17,0,600,155,134,95,214,33,0,631,1231
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Ghazni : Wilayat - Province,R,I,47,40,33,93,6,0,219,46,44,39,71,16,0,216,435
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Ghazni : Wilayat - Province,U,I,58,56,40,106,0,0,260,48,43,32,96,12,0,231,491
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Ghor : Wilayat - Province,R,S,0,0,7,0,0,0,7,0,5,0,8,0,0,13,20
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Ghor : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Helmand : Wilayat - Province,R,I,28,34,35,72,8,0,177,46,41,42,75,15,0,219,396
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Helmand : Wilayat - Province,U,I,105,135,97,189,17,0,543,111,155,140,250,39,0,695,1238
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Herat : Wilayat - Province,R,I,9,0,0,123,0,0,132,0,5,10,56,75,0,146,278
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Hirat : Wilayat - Province,U,S,80,78,116,351,0,0,625,136,137,201,370,58,0,902,1527
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Jawzjan : Wilayat - Province,R,I,165,136,92,274,29,0,696,159,140,90,223,34,0,646,1342
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Jawzjan : Wilayat - Province,U,I,542,482,334,1007,95,0,2460,561,485,324,801,127,0,2298,4758
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kabul : Wilayat - Province,R,I,3349,3004,2251,5672,344,0,14620,3477,3177,2323,5093,592,0,14662,29282
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kabul : Wilayat - Province,U,I,5291,4699,3402,11553,688,0,25633,5458,5040,3864,10546,1268,0,26176,51809
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kandahar : Wilayat - Province,R,I,265,269,268,463,38,0,1303,244,286,289,584,72,0,1475,2778
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kandahar : Wilayat - Province,U,I,245,290,246,489,45,0,1315,230,281,281,616,90,0,1498,2813
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kapisa : Wilayat - Province,R,I,30,30,22,66,0,0,148,38,34,30,56,7,0,165,313
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kapisa : Wilayat - Province,U,I,374,247,209,457,50,0,1337,383,262,218,480,56,0,1399,2736
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Khost : Wilayat - Province,R,I,213,142,115,259,18,0,747,211,157,121,259,22,0,770,1517
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kunar : Wilayat - Province,R,I,745,617,429,1021,76,0,2888,727,617,453,1053,110,0,2960,5848
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kunar : Wilayat - Province,U,I,77,67,45,108,8,0,305,73,60,51,124,14,0,322,627
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kunduz : Wilayat - Province,R,I,1900,1590,1147,2760,177,0,7574,1867,1711,1196,2546,315,0,7635,15209
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Kunduz : Wilayat - Province,U,I,1255,1008,804,1985,124,0,5176,1249,1074,737,1864,217,0,5141,10317
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Laghman : Wilayat - Province,R,I,2578,2172,1625,3871,234,0,10480,2633,2238,1669,3659,381,0,10580,21060
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Laghman : Wilayat - Province,U,I,399,365,252,671,27,0,1714,474,399,291,649,62,0,1875,3589
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Logar : Wilayat - Province,R,I,1713,1369,1045,2559,177,0,6863,1770,1474,1086,2300,274,0,6904,13767
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Logar : Wilayat - Province,U,I,1020,976,807,1855,156,0,4814,1093,987,827,1414,233,0,4554,9368
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Nangarhar : Wilayat - Province,R,I,12361,9218,6403,16894,962,0,45838,12487,9810,6849,16596,1598,0,47340,93178
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Nangarhar : Wilayat - Province,U,I,2891,2121,1583,4022,294,0,10911,3092,2269,1634,4000,443,0,11438,22349
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Nimroz,U,I,5,0,5,10,6,0,26,0,0,9,5,8,0,22,48
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Nimroz : Wilayat - Province,R,I,5,0,5,11,6,0,27,0,0,6,5,8,0,19,46
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Nuristan : Wilayat - Province,R,I,0,0,5,6,0,0,11,8,0,0,5,0,0,13,24
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Nuristan : Wilayat - Province,U,I,0,6,0,0,0,0,6,7,0,0,0,0,0,7,13
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Paktika : Walayat - Province,U,I,28,28,23,54,7,0,140,41,31,38,58,6,0,174,314
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Paktika : Wilayat - Province,R,S,88,73,76,148,13,0,398,93,86,76,154,14,0,423,821
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Paktya : Walayat - Province,U,I,1276,1225,929,2384,189,0,6003,1386,1261,1024,2141,252,0,6064,12067
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Paktya : Wilayat - Province,R,S,886,803,652,1678,144,0,4163,890,816,723,1450,189,0,4068,8231
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Panjsher : Wilayat - Province,R,I,28,32,26,72,5,0,163,33,22,22,80,8,0,165,328
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Panjshir : Walayat - Province,U,I,0,6,5,16,0,0,27,6,8,0,10,5,0,29,56
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Parwan : Wilayat - Province,R,I,290,266,221,609,29,0,1415,300,282,235,534,65,0,1416,2831
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Parwan : Wilayat - Province,U,I,77,76,66,182,10,0,411,78,86,53,150,19,0,386,797
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Samangan : Wilayat - Province,R,I,136,122,79,242,21,0,600,139,111,96,171,26,0,543,1143
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Samangan : Wilayat - Province,U,I,122,87,53,176,17,0,455,108,78,57,134,26,0,403,858
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Sar-e Pul : Wilayat - Province,R,I,425,242,162,443,43,0,1315,397,238,144,314,65,0,1158,2473
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Sar-e Pul : Wilayat - Province,U,I,286,163,106,284,16,0,855,297,158,78,198,40,0,771,1626
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Takhar : Wilayat - Province,R,S,234,198,127,318,25,0,902,231,211,143,300,33,0,918,1820
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Takhar : Wilayat - Province,U,I,104,104,62,188,11,0,469,123,100,89,159,23,0,494,963
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Uruzgan : Wilayat - Province,R,I,5,0,5,8,0,0,18,5,0,8,14,5,0,32,50
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Uruzgan : Wilayat - Province,U,I,13,16,10,18,0,0,57,6,8,9,28,0,0,51,108
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Wardak : Wilayat - Province,R,I,50,42,40,134,5,0,271,54,58,42,120,19,0,293,564
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Wardak : Wilayat - Province,U,I,82,60,61,168,17,0,388,89,81,67,143,23,0,403,791
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Zabul : Wilayat - Province,R,I,28,30,26,58,9,0,151,28,37,33,76,13,0,187,338
2016,AFG,AFG,Afghanistan,Afghanistan,RET,Zabul : Wilayat - Province,U,I,24,26,21,42,7,0,120,25,25,22,31,8,0,111,231
2016,IRN,AFG,Iran (Islamic Republic of),Afghanistan,ASY,Herat : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2016,IRN,AFG,Iran (Islamic Republic of),Afghanistan,ASY,Kabul : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2016,IRN,AFG,Iran (Islamic Republic of),Afghanistan,REF,Hirat : Wilayat - Province,U,S,0,0,9,0,0,0,9,0,0,9,5,0,0,14,23
2016,IRN,AFG,Iran (Islamic Republic of),Afghanistan,REF,Kandahar : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,5,5,0,0,10,10
2016,PAK,AFG,Pakistan,Afghanistan,ASY,Kabul : Wilayat - Province,U,I,7,0,21,22,0,0,50,10,0,22,12,0,0,44,94
2016,PAK,AFG,Pakistan,Afghanistan,ASY,Nangarhar : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2016,PAK,AFG,Pakistan,Afghanistan,REF,Kabul : Wilayat - Province,U,I,5,0,28,45,0,0,78,14,0,36,30,6,0,86,164
2016,PAK,AFG,Pakistan,Afghanistan,REF,Kandahar : Wilayat - Province,U,I,0,0,8,0,0,0,8,0,0,0,0,0,0,0,8
2016,PAK,AFG,Pakistan,Afghanistan,REF,Khost : Wilayat - Province,R,I,1517,3090,584,2074,137,0,7402,1567,3569,1171,2368,271,0,8946,16348
2016,PAK,AFG,Pakistan,Afghanistan,REF,Khost : Wilayat - Province,U,I,698,1503,212,693,67,0,3173,741,1665,559,1330,132,0,4427,7600
2016,PAK,AFG,Pakistan,Afghanistan,REF,Paktika : Wilayat - Province,R,S,3292,6831,1187,4118,306,0,15734,3434,7787,2573,5489,600,0,19883,35617
2016,TJK,AFG,Tajikistan,Afghanistan,ASY,Kabul : Wilayat - Province,U,I,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Badakhshan : Wilayat -  Province,R,I,1406,1751,1069,2327,283,0,6836,1120,1474,1151,2308,380,0,6433,13269
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Badakhshan : Wilayat - Province,U,I,738,918,561,1218,147,0,3582,587,773,604,1209,199,0,3372,6954
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Badghis : Wilayat - Province,R,I,2384,2358,2966,5039,797,0,13544,2358,2120,3397,4926,898,0,13699,27243
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Badghis : Wllayat - Province,U,I,4818,4765,5993,10184,1610,0,27370,4765,4285,6864,9956,1817,0,27687,55057
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Baghlan : Wilayat - Province,R,S,175,167,136,211,31,0,720,111,167,164,216,33,0,691,1411
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Baghlan : Wllayat - Province,U,I,4094,3881,3169,4916,702,0,16762,2549,3927,3821,5075,802,0,16174,32936
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Balkh : Wilayat - Province,R,I,966,1733,1964,2787,958,0,8408,1026,1636,1878,2651,1083,0,8274,16682
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Balkh : Wilayat - Province,U,I,732,1313,1487,2110,726,0,6368,777,1239,1422,2011,820,0,6269,12637
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Bamyan : Wilayat - Province,U,I,377,565,660,1035,95,0,2732,470,753,377,847,95,0,2542,5274
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Daykundi : Wilayat - Province,R,I,273,602,328,657,109,0,1969,492,602,602,876,54,0,2626,4595
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Daykundi : Wilayat - Province,U,I,31,68,37,74,13,0,223,56,68,68,97,6,0,295,518
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Farah : Wilayat - Province,U,I,3494,4199,6316,7417,698,0,22124,2141,3668,5812,7473,1057,0,20151,42275
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Faryab : Wilayat - Province,R,S,3010,3790,4313,7779,2236,0,21128,3030,3724,4211,7429,2131,0,20525,41653
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Faryab : Wilayat - Province,U,I,3035,3820,4348,7842,2253,0,21298,3054,3752,4245,7491,2147,0,20689,41987
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghazni : Wilayat - Province,R,I,893,1107,1021,2433,208,0,5662,1146,1645,1317,3130,320,0,7558,13220
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghazni : Wilayat - Province,U,I,3010,3729,3440,8200,701,0,19080,3862,5544,4441,10548,1079,0,25474,44554
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghor : Wilayat - Province,R,S,3831,4297,2917,6929,653,0,18627,3439,4341,3304,6876,705,0,18665,37292
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Ghor : Wilayat - Province,U,I,1834,2057,1396,3317,312,0,8916,1646,2077,1581,3292,337,0,8933,17849
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Helmand : Wilayat - Province,R,I,8376,8483,7585,20155,2420,0,47019,9768,9049,6836,19581,2147,0,47381,94400
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Helmand : Wilayat - Province,U,I,13018,13185,11790,31327,3762,0,73082,15182,14065,10625,30436,3337,0,73645,146727
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Herat : Wilayat - Province,R,I,11042,14409,7292,25347,1395,0,59485,8904,15338,11837,21803,1074,0,58956,118441
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Herat : Wilayat - Province,U,I,2930,3825,1936,6729,370,0,15790,2363,4071,3142,5789,285,0,15650,31440
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Jawzjan : Wilayat - Province,R,I,284,374,404,530,82,0,1674,258,305,365,499,94,0,1521,3195
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Jawzjan : Wilayat - Province,U,I,2023,2659,2875,3767,586,0,11910,1835,2169,2593,3532,666,0,10795,22705
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kabul : Wilayat - Province,R,I,654,776,614,1382,139,0,3565,700,970,744,1610,185,0,4209,7774
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kabul : Wilayat - Province,U,I,4978,5910,4673,10529,1062,0,27152,5335,7392,5667,12276,1403,0,32073,59225
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kandahar : Wilayat - Province,R,I,8190,6643,4983,11529,1682,0,33027,8834,7093,5374,12405,1808,0,35514,68541
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kandahar : Wilayat - Province,U,I,6521,5289,3968,9180,1340,0,26298,7033,5648,4279,9874,1440,0,28274,54572
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kapisa : Wilayat - Province,R,I,990,1208,984,2460,188,0,5830,1181,1514,1242,2886,237,0,7060,12890
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kapisa : Wilayat - Province,U,I,127,154,126,314,24,0,745,151,193,159,369,31,0,903,1648
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Khost : Wilayat - Province,R,I,831,880,807,1233,181,0,3932,697,907,710,1063,155,0,3532,7464
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Khost : Wilayat - Province,U,I,1977,2096,1918,2931,431,0,9353,1659,2157,1688,2528,368,0,8400,17753
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunar : Wilayat - Province,R,I,4498,4829,2411,7025,205,0,18968,4236,5211,2885,6920,201,0,19453,38421
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunar : Wilayat - Province,U,I,733,787,393,1145,34,0,3092,691,850,470,1127,33,0,3171,6263
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunduz : Wilayat - Province,R,I,14,13,10,25,5,0,67,14,14,11,23,5,0,67,134
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Kunduz : Wilayat - Province,U,I,12069,10870,7545,22059,2797,0,55340,11327,11780,9622,20314,2420,0,55463,110803
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Laghman : Wilayat - Province,R,I,323,345,201,523,8,0,1400,330,374,257,510,17,0,1488,2888
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Laghman : Wilayat - Province,U,I,1441,1543,900,2338,36,0,6258,1477,1671,1146,2284,77,0,6655,12913
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Logar : Wilayat - Province,R,I,181,242,242,559,33,0,1257,248,356,287,714,54,0,1659,2916
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Logar : Wilayat - Province,U,I,1238,1648,1647,3813,227,0,8573,1688,2427,1962,4851,366,0,11294,19867
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Nangarhar : Wilayat - Province,R,I,29827,29920,20190,46388,1245,0,127570,30034,33318,23439,46030,1496,0,134317,261887
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Nangarhar : Wilayat - Province,U,I,1119,1122,757,1738,46,0,4782,1126,1249,878,1724,57,0,5034,9816
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Nimroz : Wilayat - Province,R,I,54,58,45,89,10,0,256,62,57,48,89,12,0,268,524
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Nimroz : Wilayat - Province,U,I,1003,1076,823,1645,181,0,4728,1150,1048,884,1627,220,0,4929,9657
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Nuristan : Wilayat - Province,R,I,417,408,175,718,0,0,1718,331,499,302,738,6,0,1876,3594
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Nuristan : Wilayat - Province,U,I,591,577,249,1012,5,0,2434,470,708,428,1043,8,0,2657,5091
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktika : Walayat - Province,U,I,179,169,109,245,17,0,719,212,153,87,257,10,0,719,1438
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktika : Wilayat - Province,R,S,2236,2080,1734,2941,302,0,9293,2495,2217,1431,2947,247,0,9337,18630
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Paktya : Walayat - Province,U,I,1589,1466,1429,2026,264,0,6774,1692,1741,1197,1945,243,0,6818,13592
2017,AFG,AFG,Afghanistan,Afghanistan,IDP,Panjsher : Wilayat - Province,R,I,144,166,129,377,41,0,857,191,232,174,469,51,0,1117,1974
